"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val","perc_change_Val","perc_change_lbs"
1995,"FL","PENSACOLA",1641701,2827909,4480053,-6.17,8.88
1996,"FL","PENSACOLA",1210368,2194428,3413967,-23.8,-26.27
1997,"FL","PENSACOLA",1450567,2721606,4162354,21.92,19.85
1998,"FL","PENSACOLA",1861594,3717661,5622448,35.08,28.34
1999,"FL","PENSACOLA",1766936,3223756,4807753,-14.49,-5.08
2000,"FL","PENSACOLA",2405013,5347728,7798598,62.21,36.11
2001,"FL","PENSACOLA",1118367,2091039,2982177,-61.76,-53.5
2002,"FL","PENSACOLA",1132693,1957145,2748397,-7.84,1.28
2003,"FL","PENSACOLA",941230,1697650,2337857,-14.94,-16.9
2004,"FL","PENSACOLA",951739,1589239,2131350,-8.83,1.12
2005,"FL","PENSACOLA",553376,1044882,1358688,-36.25,-41.86
2006,"FL","PENSACOLA",645031,1153116,1454548,7.06,16.56
2007,"FL","PENSACOLA",759891,1517680,1864034,28.15,17.81
2008,"FL","PENSACOLA",647888,1504642,1813240,-2.72,-14.74
2009,"FL","PENSACOLA",759841,1611223,1929317,6.4,17.28
2010,"FL","PENSACOLA",460138,1011792,1197154,-37.95,-39.44
2011,"FL","PENSACOLA",836402,1854119,2149150,79.52,81.77
2012,"FL","PENSACOLA",795909,1810054,2059552,-4.17,-4.84
2013,"FL","PENSACOLA",584354,1187359,1327776,-35.53,-26.58
2014,"FL","PENSACOLA",606396.86,1449690.06,1591366,19.85,3.77
2015,"FL","PENSACOLA",763854.8,1507440.86,1638372,2.95,25.97
2016,"FL","PENSACOLA",765105.54,1578788.79,1698893,3.69,0.16
2017,"FL","PENSACOLA",567465,1342284,1417467,-16.57,-25.83
2018,"FL","PENSACOLA",568654,1403368,1447185,2.1,0.21
2019,"FL","PENSACOLA",636211,1564094,1584508,9.49,11.88
2020,"FL","PENSACOLA",503244,1130567,1130567,-28.65,-20.9
2016,"FL","PENSACOLA BEACH",96,336,362,0,0
2015,"MS","PERKINSTON",419,762,829,0,0
2017,"MS","PERKINSTON",1083,2380,2513,203.14,158.47
2018,"MS","PERKINSTON",483,600,619,-75.37,-55.4
1978,"FL","PERRY",4190,3747,11917,0,0
1979,"FL","PERRY",90643,21164,62152,421.54,2063.32
1988,"FL","PERRY",3678,10302,19861,-68.04,-95.94
1989,"FL","PERRY",97,160,296,-98.51,-97.36
1993,"FL","PERRY",18650,15051,24864,8300,19126.8
1994,"FL","PERRY",3719,5797,9376,-62.29,-80.06
1995,"FL","PERRY",18991,34659,54907,485.61,410.65
1996,"FL","PERRY",16950,31692,49305,-10.2,-10.75
1997,"FL","PERRY",31583,61530,94103,90.86,86.33
1998,"FL","PERRY",15984,25715,38890,-58.67,-49.39
1999,"FL","PERRY",14588,33536,50014,28.6,-8.73
2000,"FL","PERRY",14186,37023,53991,7.95,-2.76
2001,"FL","PERRY",12848,12091,17244,-68.06,-9.43
2001,"LA","PERRY",244107,433908,618826,3488.65,1799.96
2002,"FL","PERRY",16331,19893,27936,-95.49,-93.31
2002,"LA","PERRY",277298,519527,729567,2511.57,1597.99
2003,"FL","PERRY",3681,5092,7012,-99.04,-98.67
2003,"LA","PERRY",242722,486864,670467,9461.71,6493.91
2004,"FL","PERRY",13407,15792,21179,-96.84,-94.48
2004,"LA","PERRY",233819,488950,655737,2996.17,1644.01
2005,"FL","PERRY",33589,37879,49255,-92.49,-85.63
2005,"LA","PERRY",330986,842077,1094977,2123.08,885.4
2006,"FL","PERRY",18041,22032,27790,-97.46,-94.55
2006,"LA","PERRY",360243,957062,1207245,4244.17,1896.8
2007,"FL","PERRY",25765,30660,37657,-96.88,-92.85
2007,"LA","PERRY",430589,1134317,1393182,3599.66,1571.22
2008,"FL","PERRY",20000,30446,36691,-97.37,-95.36
2008,"LA","PERRY",503684,1259295,1517572,4036.09,2418.42
2009,"FL","PERRY",83032,196668,235495,-84.48,-83.52
2009,"LA","PERRY",313131,652648,781496,231.85,277.12
2010,"FL","PERRY",90192,185180,219105,-71.96,-71.2
2010,"LA","PERRY",44560,142867,169040,-22.85,-50.59
2011,"FL","PERRY",53886,62420,72354,-57.2,20.93
2011,"LA","PERRY",162002,469609,544334,652.32,200.64
2012,"FL","PERRY",52224,108604,123575,-77.3,-67.76
2012,"LA","PERRY",163348,485410,552319,346.95,212.78
2013,"FL","PERRY",95366,125619,140474,-74.57,-41.62
2013,"LA","PERRY",97269,306246,342462,143.79,2
2014,"FL","PERRY",15550.97,39268.75,43107,-87.41,-84.01
2015,"FL","PERRY",29737.76,94709.86,102937,138.79,91.23
2016,"FL","PERRY",34573.61,111447.22,119925,16.5,16.26
2016,"LA","PERRY",1022,2670,2873,-97.6,-97.04
2017,"FL","PERRY",221195,779502,823162,28551.65,21543.35
2017,"LA","PERRY",193096,876806,925916,12.48,-12.7
2018,"FL","PERRY",61790,227327,234424,-74.68,-68
2018,"LA","PERRY",135991,629073,648713,176.73,120.09
2019,"FL","PERRY",32945,135706,137477,-78.81,-75.77
2019,"LA","PERRY",56332,267310,270799,96.98,70.99
2020,"FL","PERRY",270116,580443,580443,114.34,379.51
2020,"LA","PERRY",42109,167653,167653,-71.12,-84.41
2010,"LA","PHOENIX",1125,563,666,0,0
2012,"MS","PICAYUNE",5540,14502,16501,0,0
2016,"MS","PICAYUNE",1915,4020,4326,-73.78,-65.43
2017,"MS","PICAYUNE",3368,6926,7314,69.07,75.87
2018,"LA","PICAYUNE",736,1940,2000,-72.66,-78.15
2019,"MS","PICAYUNE",98,300,304,-84.8,-86.68
1999,"LA","PIERRE PART",11712,6442,9607,0,0
2000,"LA","PIERRE PART",193051,159980,233301,2328.45,1548.32
2001,"LA","PIERRE PART",35196,37655,53703,-76.98,-81.77
2002,"LA","PIERRE PART",151243,107308,150692,180.6,329.72
2003,"LA","PIERRE PART",906023,515954,710529,371.51,499.05
2004,"LA","PIERRE PART",398117,227484,305081,-57.06,-56.06
2005,"LA","PIERRE PART",467094,249264,324124,6.24,17.33
2006,"LA","PIERRE PART",580465,364041,459204,41.68,24.27
2007,"LA","PIERRE PART",374069,258349,317309,-30.9,-35.56
2008,"LA","PIERRE PART",418091,230371,277621,-12.51,11.77
2009,"LA","PIERRE PART",282068,146593,175533,-36.77,-32.53
2010,"LA","PIERRE PART",96332,69271,81961,-53.31,-65.85
2011,"LA","PIERRE PART",158735,153667,178117,117.32,64.78
2012,"LA","PIERRE PART",219655,176645,200993,12.84,38.38
2013,"LA","PIERRE PART",96845,141101,157788,-21.5,-55.91
2014,"LA","PIERRE PART",297892.77,462518.29,507720,221.77,207.6
2015,"LA","PIERRE PART",97215.13,156909.78,170539,-66.41,-67.37
2016,"LA","PIERRE PART",143749.9,189643.65,204070,19.66,47.87
2017,"LA","PIERRE PART",139347,180862,190992,-6.41,-3.06
2018,"LA","PIERRE PART",169618,244770,252413,32.16,21.72
2019,"LA","PIERRE PART",240470,263720,267163,5.84,41.77
2020,"LA","PIERRE PART",316442,392285,392285,46.83,31.59
1988,"FL","PINELAND",3,3,6,0,0
2017,"FL","PINELAND",788,1578,1666,27666.67,26166.67
1995,"FL","PINELLAS PARK",17907,37486,59388,0,0
2000,"LA","PINEVILLE",3812,8518,12422,0,0
2001,"LA","PINEVILLE",14261,28400,40503,226.06,274.11
2002,"LA","PINEVILLE",4865,9618,13506,-66.65,-65.89
2003,"LA","PINEVILLE",12965,23712,32654,141.77,166.5
2004,"LA","PINEVILLE",6088,10794,14476,-55.67,-53.04
2005,"LA","PINEVILLE",1977,3724,4842,-66.55,-67.53
2006,"LA","PINEVILLE",3682,7691,9701,100.35,86.24
2007,"LA","PINEVILLE",1981,4117,5056,-47.88,-46.2
1977,"FL","PLACIDA",55549,88463,301133,0,0
1978,"FL","PLACIDA",52331,62063,197378,-34.45,-5.79
1979,"FL","PLACIDA",208997,434102,1274812,545.87,299.38
1980,"FL","PLACIDA",108450,190125,512076,-59.83,-48.11
1981,"FL","PLACIDA",76718,155777,383300,-25.15,-29.26
1982,"FL","PLACIDA",90671,208769,483801,26.22,18.19
1983,"FL","PLACIDA",89962,225412,502681,3.9,-0.78
1984,"FL","PLACIDA",93861,200132,430762,-14.31,4.33
1985,"FL","PLACIDA",82174,163524,341177,-20.8,-12.45
1986,"FL","PLACIDA",78937,182320,372885,9.29,-3.94
1987,"FL","PLACIDA",63402,138549,276524,-25.84,-19.68
1988,"FL","PLACIDA",414756,662475,1277156,361.86,554.17
1989,"FL","PLACIDA",493844,699978,1298543,1.67,19.07
1990,"FL","PLACIDA",350404,596748,1067095,-17.82,-29.05
1991,"FL","PLACIDA",278218,454821,786697,-26.28,-20.6
1992,"FL","PLACIDA",253387,450266,761469,-3.21,-8.93
1993,"FL","PLACIDA",195402,370583,612199,-19.6,-22.88
1994,"FL","PLACIDA",172617,360030,582336,-4.88,-11.66
1995,"FL","PLACIDA",155076,326781,517696,-11.1,-10.16
1996,"FL","PLACIDA",145919,316323,492118,-4.94,-5.9
1997,"FL","PLACIDA",63550,154996,237048,-51.83,-56.45
1998,"FL","PLACIDA",129235,335019,506670,113.74,103.36
1999,"FL","PLACIDA",15159,42158,62872,-87.59,-88.27
2000,"FL","PLACIDA",3430,3764,5489,-91.27,-77.37
2001,"FL","PLACIDA",782,3142,4481,-18.36,-77.2
2002,"FL","PLACIDA",8251,11519,16176,260.99,955.12
2003,"FL","PLACIDA",19068,33682,46385,186.75,131.1
2004,"FL","PLACIDA",30117,36886,49469,6.65,57.95
2005,"FL","PLACIDA",45539,64446,83800,69.4,51.21
2006,"FL","PLACIDA",49525,58761,74121,-11.55,8.75
2007,"FL","PLACIDA",74733,91328,112171,51.33,50.9
2008,"FL","PLACIDA",16544,29063,35024,-68.78,-77.86
2009,"FL","PLACIDA",10599,17213,20612,-41.15,-35.93
2010,"FL","PLACIDA",29826,42062,49768,141.45,181.4
2011,"FL","PLACIDA",23506,46122,53460,7.42,-21.19
2012,"FL","PLACIDA",5348,34641,39416,-26.27,-77.25
2013,"FL","PLACIDA",7295,24438,27328,-30.67,36.41
2014,"FL","PLACIDA",445,495.75,544,-98.01,-93.9
2015,"FL","PLACIDA",2950,4300,4673,759.01,562.92
2016,"FL","PLACIDA",3800,5425,5838,24.93,28.81
2017,"FL","PLACIDA",3532,27995,29563,406.39,-7.05
2018,"FL","PLACIDA",648,6745,6956,-76.47,-81.65
2020,"FL","PLACIDA",1038,3440,3440,-50.55,60.19
1995,"FL","PLANT CITY",3016,3016,4778,0,0
1996,"FL","PLANT CITY",10064,8915,13870,190.29,233.69
1997,"FL","PLANT CITY",9735,9682,14808,6.76,-3.27
1998,"FL","PLANT CITY",2698,2386,3609,-75.63,-72.29
1999,"FL","PLANT CITY",7304,8491,12663,250.87,170.72
2000,"FL","PLANT CITY",4110,4110,5994,-52.67,-43.73
2001,"FL","PLANT CITY",4,2,3,-99.95,-99.9
2002,"FL","PLANT CITY",220,288,404,13366.67,5400
2013,"FL","PLANT CITY",9506,16838,18829,4560.64,4220.91
2014,"FL","PLANT CITY",702,1404,1541,-91.82,-92.62
1998,"FL","PLANTATION",112,300,453,0,0
2012,"FL","PLANTATION",68349,468376,532937,117546.14,60925.89
2013,"FL","PLANTATION",13911,163773,183141,-65.64,-79.65
2000,"LA","PLAQUEMINE",25700,33986,49561,0,0
2001,"LA","PLAQUEMINE",4263,8089,11536,-76.72,-83.41
2002,"LA","PLAQUEMINE",50193,21251,29843,158.69,1077.41
2003,"LA","PLAQUEMINE",12169,22813,31417,5.27,-75.76
2004,"LA","PLAQUEMINE",6924,16550,22195,-29.35,-43.1
2005,"LA","PLAQUEMINE",7395,18717,24338,9.66,6.8
2006,"LA","PLAQUEMINE",11062,26836,33852,39.09,49.59
2007,"LA","PLAQUEMINE",7770,19646,24130,-28.72,-29.76
2008,"LA","PLAQUEMINE",1044,3443,4149,-82.81,-86.56
2009,"LA","PLAQUEMINE",1180,2754,3298,-20.51,13.03
2010,"LA","PLAQUEMINE",319,813,962,-70.83,-72.97
2011,"LA","PLAQUEMINE",380,625,724,-24.74,19.12
2012,"LA","PLAQUEMINE",5906,6574,7481,933.29,1454.21
2013,"LA","PLAQUEMINE",215,645,721,-90.36,-96.36
2014,"LA","PLAQUEMINE",144,580,637,-11.65,-33.02
2015,"LA","PLAQUEMINE",2188,8994.5,9776,1434.69,1419.44
2016,"LA","PLAQUEMINE",1096,365.72,393,-95.98,-49.91
2017,"LA","PLAQUEMINE",114,259,274,-30.28,-89.6
2018,"LA","PLAQUEMINE",220,551,568,107.3,92.98
2000,"LA","PLATTENVILLE",269,255,372,0,0
2007,"LA","PLAUCHEVILLE",2045,5242,6438,0,0
2008,"LA","PLAUCHEVILLE",8676,17368,20930,225.1,324.25
2009,"LA","PLAUCHEVILLE",17259,44545,53339,154.84,98.93
2010,"LA","PLAUCHEVILLE",140,345,408,-99.24,-99.19
2011,"LA","PLAUCHEVILLE",170,268,311,-23.77,21.43
2012,"LA","PLAUCHEVILLE",203,456,519,66.88,19.41
2013,"LA","PLAUCHEVILLE",843,2843,3179,512.52,315.27
1992,"FL","POINT WASHINGTON",90,169,286,0,0
1994,"FL","POINT WASHINGTON",42,64,104,-63.64,-53.33
1995,"FL","POINT WASHINGTON",370,729,1155,1010.58,780.95
2000,"LA","POINTE A LA HACHE",58064,83940,122410,0,0
2001,"LA","POINTE A LA HACHE",43528,61297,87420,-28.58,-25.03
2002,"LA","POINTE A LA HACHE",285902,158946,223206,155.33,556.82
2009,"LA","POINTE A LA HACHE",4852,12574,15056,-93.25,-98.3
2010,"LA","POINTE A LA HACHE",8397,27800,32893,118.47,73.06
2012,"LA","POINTE A LA HACHE",906,4200,4779,-85.47,-89.21
2013,"LA","POINTE A LA HACHE",6211,15301,17110,258.02,585.54
2017,"LA","POINTE A LA HACHE",2900,4440,4689,-72.59,-53.31
2018,"LA","POINTE A LA HACHE",4250,5410,5579,18.98,46.55
1992,"FL","POMONA PARK",4008,15560,26314,0,0
1993,"FL","POMONA PARK",20420,23348,38570,46.58,409.48
1994,"FL","POMONA PARK",20831,99501,160939,317.26,2.01
1995,"FL","POMONA PARK",15577,64692,102487,-36.32,-25.22
1996,"FL","POMONA PARK",19408,88193,137205,33.88,24.59
1999,"FL","POMONA PARK",1368,17284,25776,-81.21,-92.95
2000,"FL","POMONA PARK",2313,23708,34573,34.13,69.08
2010,"FL","POMONA PARK",7681,10369,12269,-64.51,232.08
2011,"FL","POMONA PARK",28436,31045,35985,193.3,270.21
2012,"FL","POMONA PARK",3920,4900,5575,-84.51,-86.21
2017,"FL","POMONA PARK",9561,26807,28309,407.78,143.9
1978,"FL","POMPANO BEACH",54968,69385,220664,0,0
1988,"FL","POMPANO BEACH",2414,4450,8579,-96.11,-95.61
1989,"FL","POMPANO BEACH",1078,3342,6200,-27.73,-55.34
1990,"FL","POMPANO BEACH",20382,18122,32405,422.66,1790.72
1991,"FL","POMPANO BEACH",53879,21024,36365,12.22,164.35
1992,"FL","POMPANO BEACH",39681,53542,90548,149,-26.35
1993,"FL","POMPANO BEACH",806,2488,4110,-95.46,-97.97
1999,"FL","POMPANO BEACH",15244,83370,124333,2925.13,1791.32
2000,"FL","POMPANO BEACH",10377,50517,73667,-40.75,-31.93
2001,"FL","POMPANO BEACH",57,143,204,-99.72,-99.45
2002,"FL","POMPANO BEACH",133,531,745,265.2,133.33
2003,"FL","POMPANO BEACH",660,2408,3316,345.1,396.24
2009,"FL","POMPANO BEACH",166,623,746,-77.5,-74.85
2010,"FL","POMPANO BEACH",375,1151,1362,82.57,125.9
2012,"FL","POMPANO BEACH",1508,14773,16808,1134.07,302.13
2013,"FL","POMPANO BEACH",986,8696,9725,-42.14,-34.62
1999,"LA","PONCHATOULA",8756,16429,24501,0,0
2000,"LA","PONCHATOULA",101588,137112,199950,716.09,1060.21
2001,"LA","PONCHATOULA",89871,153754,219281,9.67,-11.53
2002,"LA","PONCHATOULA",146699,249209,349961,59.59,63.23
2003,"LA","PONCHATOULA",232551,442879,609894,74.27,58.52
2004,"LA","PONCHATOULA",132370,231346,310261,-49.13,-43.08
2005,"LA","PONCHATOULA",53230,86449,112411,-63.77,-59.79
2006,"LA","PONCHATOULA",87570,124133,156581,39.29,64.51
2007,"LA","PONCHATOULA",88934,133244,163653,4.52,1.56
2008,"LA","PONCHATOULA",63752,85335,102837,-37.16,-28.32
2009,"LA","PONCHATOULA",85437,113647,136085,32.33,34.01
2010,"LA","PONCHATOULA",87415,167204,197837,45.38,2.32
2011,"LA","PONCHATOULA",78998,122570,142073,-28.19,-9.63
2012,"LA","PONCHATOULA",29364,60244,68547,-51.75,-62.83
2013,"LA","PONCHATOULA",35892,74499,83309,21.54,22.23
2014,"LA","PONCHATOULA",NA,59556.47,65376,-21.53,NA
2015,"LA","PONCHATOULA",NA,171030.69,185884,184.33,NA
2016,"LA","PONCHATOULA",NA,59874.46,64429,-65.34,NA
2017,"LA","PONCHATOULA",NA,70408,74352,15.4,NA
2018,"LA","PONCHATOULA",NA,63177,65150,-12.38,NA
2019,"LA","PONCHATOULA",NA,23502,23808,-63.46,NA
2020,"LA","PONCHATOULA",NA,46134,46134,93.78,NA
2006,"FL","PONTE VEDRA",77,245,309,0,0
2010,"MS","POPLARVILLE",761,1476,1746,0,0
2020,"MS","POPLARVILLE",597,617,617,-64.66,-21.55
2003,"LA","PORT ALLEN",2096,2568,3536,0,0
2006,"LA","PORT ALLEN",149,338,426,-87.95,-92.89
2012,"LA","PORT ALLEN",520,715,814,91.08,248.99
2013,"LA","PORT ALLEN",348,888,992,21.87,-33.08
2019,"LA","PORT ALLEN",300,3800,3850,288.1,-13.79
2003,"TX","PORT ARANSAS",2542,9432,12989,0,0
2004,"TX","PORT ARANSAS",2324,7052,9457,-27.19,-8.58
2008,"TX","PORT ARANSAS",767,376,453,-95.21,-67
2009,"TX","PORT ARANSAS",955,491,588,29.8,24.51
2010,"TX","PORT ARANSAS",8300,8826,10444,1676.19,769.11
2011,"TX","PORT ARANSAS",10388,13140,15230,45.83,25.16
2012,"TX","PORT ARANSAS",7100,5922,6738,-55.76,-31.65
2013,"TX","PORT ARANSAS",1913,2989,3342,-50.4,-73.06
2014,"TX","PORT ARANSAS",6017,15035,16504,393.84,214.53
2015,"TX","PORT ARANSAS",4972.5,10079.25,10955,-33.62,-17.36
2016,"TX","PORT ARANSAS",1944,3721.5,4005,-63.44,-60.9
2017,"TX","PORT ARANSAS",2632,8561,9041,125.74,35.39
2018,"TX","PORT ARANSAS",818,2079,2144,-76.29,-68.92
2019,"TX","PORT ARANSAS",3605,17033,17255,704.8,340.71
2020,"TX","PORT ARANSAS",126,252,252,-98.54,-96.5
1977,"TX","PORT ARTHUR",2604132,3349041,11400324,0,0
1978,"TX","PORT ARTHUR",3090413,3634787,11559634,1.4,18.67
1979,"TX","PORT ARTHUR",3430067,6666097,19576091,69.35,10.99
1980,"TX","PORT ARTHUR",3108824,5180419,13952772,-28.73,-9.37
1981,"TX","PORT ARTHUR",4946677,8513535,20948124,50.14,59.12
1982,"TX","PORT ARTHUR",6595208,14632586,33909452,61.87,33.33
1983,"TX","PORT ARTHUR",7137491,17528586,39089678,15.28,8.22
1984,"TX","PORT ARTHUR",10212566,21018606,45240258,15.73,43.08
1985,"TX","PORT ARTHUR",11751585,23698973,49445574,9.3,15.07
1986,"TX","PORT ARTHUR",13569904,33462468,68438250,38.41,15.47
1987,"TX","PORT ARTHUR",11738594,25432807,50760331,-25.83,-13.5
1988,"TX","PORT ARTHUR",10016379,21692605,41820221,-17.61,-14.67
1989,"TX","PORT ARTHUR",12672639,25282088,46901395,12.15,26.52
1990,"TX","PORT ARTHUR",14682974,28679183,51283683,9.34,15.86
1991,"TX","PORT ARTHUR",12033279,27768333,48030524,-6.34,-18.05
1992,"TX","PORT ARTHUR",10290925,23013504,38919304,-18.97,-14.48
1993,"TX","PORT ARTHUR",10100159,21907771,36191381,-7.01,-1.85
1994,"TX","PORT ARTHUR",10002899,29413125,47574778,31.45,-0.96
1995,"TX","PORT ARTHUR",11544290,31148984,49347090,3.73,15.41
1996,"TX","PORT ARTHUR",14261025,32654840,50802569,2.95,23.53
1997,"TX","PORT ARTHUR",8514721,26461218,40469134,-20.34,-40.29
1998,"TX","PORT ARTHUR",13245362,33872457,51227388,26.58,55.56
1999,"TX","PORT ARTHUR",11200486,31962210,47666824,-6.95,-15.44
2000,"TX","PORT ARTHUR",16552077,51202582,74668819,56.65,47.78
2001,"TX","PORT ARTHUR",10863039,30302953,43217114,-42.12,-34.37
2002,"TX","PORT ARTHUR",12843533,29549794,41496479,-3.98,18.23
2003,"TX","PORT ARTHUR",15710715,28867043,39753194,-4.2,22.32
2004,"TX","PORT ARTHUR",18346157,38207027,51239916,28.9,16.77
2005,"TX","PORT ARTHUR",16782395,35458657,46107924,-10.02,-8.52
2006,"TX","PORT ARTHUR",23883845,42159735,53180605,15.34,42.31
2007,"TX","PORT ARTHUR",16879019,38446728,47220727,-11.21,-29.33
2008,"TX","PORT ARTHUR",14747169,39674609,47811729,1.25,-12.63
2009,"TX","PORT ARTHUR",16162290,26894454,32204061,-32.64,9.6
2010,"TX","PORT ARTHUR",19468386,46503967,55023682,70.86,20.46
2011,"TX","PORT ARTHUR",19834126,53062213,61505549,11.78,1.88
2012,"TX","PORT ARTHUR",17335390,41024777,46679631,-24.11,-12.6
2013,"TX","PORT ARTHUR",14689579,48252797,53959137,15.59,-15.26
2014,"TX","PORT ARTHUR",13928021.5,50674296.85,55626645,3.09,-5.18
2015,"TX","PORT ARTHUR",14153172.4,30937475.88,33624569,-39.55,1.62
2016,"TX","PORT ARTHUR",13941048,29075785.45,31287680,-6.95,-1.5
2017,"TX","PORT ARTHUR",16855073,36547639,38594666,23.35,20.9
2018,"TX","PORT ARTHUR",15898311,33081078,34113936,-11.61,-5.68
2019,"TX","PORT ARTHUR",13340547,29358208,29741398,-12.82,-16.09
2020,"TX","PORT ARTHUR",13722842,28474702,28474702,-4.26,2.87
2009,"LA","PORT BARRE",1036,1497,1792,0,0
2010,"LA","PORT BARRE",2981,8061,9538,432.25,187.74
2016,"LA","PORT BARRE",11312,111605,120095,1159.12,279.47
2017,"LA","PORT BARRE",350,1030,1088,-99.09,-96.91
2014,"TX","PORT BOLIVAR",7640264.57,26614461.85,29215465,0,0
2015,"TX","PORT BOLIVAR",7691149.93,17587848.9,19115452,-34.57,0.67
2016,"TX","PORT BOLIVAR",7341096.45,16991091.5,18283661,-4.35,-4.55
2017,"TX","PORT BOLIVAR",8177622,19390445,20476501,11.99,11.4
2018,"TX","PORT BOLIVAR",7816867,18151161,18717875,-8.59,-4.41
2019,"TX","PORT BOLIVAR",6775935,17192714,17417117,-6.95,-13.32
2020,"TX","PORT BOLIVAR",6186189,13752300,13752300,-21.04,-8.7
1988,"FL","PORT CHARLOTTE",297531,211441,407629,0,0
1989,"FL","PORT CHARLOTTE",280763,145129,269232,-33.95,-5.64
1990,"FL","PORT CHARLOTTE",201346,107922,192985,-28.32,-28.29
1991,"FL","PORT CHARLOTTE",197819,93795,162236,-15.93,-1.75
1992,"FL","PORT CHARLOTTE",361407,225539,381420,135.1,82.7
1993,"FL","PORT CHARLOTTE",312027,222990,368376,-3.42,-13.66
1994,"FL","PORT CHARLOTTE",299987,271568,439253,19.24,-3.86
1995,"FL","PORT CHARLOTTE",618408,585882,928172,111.31,106.14
1996,"FL","PORT CHARLOTTE",1589781,1281670,1993949,114.83,157.08
1997,"FL","PORT CHARLOTTE",927612,865875,1324249,-33.59,-41.65
1998,"FL","PORT CHARLOTTE",1462910,1107956,1675630,26.53,57.71
1999,"FL","PORT CHARLOTTE",1607547,1320583,1969453,17.54,9.89
2000,"FL","PORT CHARLOTTE",701698,1047308,1527291,-22.45,-56.35
2001,"FL","PORT CHARLOTTE",464407,750693,1070615,-29.9,-33.82
2002,"FL","PORT CHARLOTTE",531554,731032,1026581,-4.11,14.46
2003,"FL","PORT CHARLOTTE",514020,593799,817729,-20.34,-3.3
2004,"FL","PORT CHARLOTTE",396427,392563,526473,-35.62,-22.88
2005,"FL","PORT CHARLOTTE",453174,469966,611112,16.08,14.31
2006,"FL","PORT CHARLOTTE",298747,275916,348042,-43.05,-34.08
2007,"FL","PORT CHARLOTTE",124782,164287,201779,-42.02,-58.23
2008,"FL","PORT CHARLOTTE",37161,77082,92891,-53.96,-70.22
2009,"FL","PORT CHARLOTTE",37794,69206,82868,-10.79,1.7
2010,"FL","PORT CHARLOTTE",10770,46254,54729,-33.96,-71.5
2011,"FL","PORT CHARLOTTE",45759,63205,73260,33.86,324.87
2012,"FL","PORT CHARLOTTE",24514,66242,75372,2.88,-46.43
2013,"FL","PORT CHARLOTTE",30781,75184,84077,11.55,25.56
2014,"FL","PORT CHARLOTTE",61686.92,148142.13,162621,93.42,100.41
2015,"FL","PORT CHARLOTTE",72005.2,152855.82,166132,2.16,16.73
2016,"FL","PORT CHARLOTTE",51154.46,105806.31,113853,-31.47,-28.96
2017,"FL","PORT CHARLOTTE",9414,28927,30546,-73.17,-81.6
2018,"FL","PORT CHARLOTTE",61241,116046,119670,291.77,550.53
2019,"FL","PORT CHARLOTTE",76409,146367,148278,23.91,24.77
2020,"FL","PORT CHARLOTTE",74790,203189,203189,37.03,-2.12
1977,"TX","PORT ISABEL",17637818,24281140,82654378,0,0
1978,"TX","PORT ISABEL",15340600,26667418,84809818,2.61,-13.02
1979,"TX","PORT ISABEL",14349134,35657043,104712768,23.47,-6.46
1980,"TX","PORT ISABEL",12506381,26533191,71463634,-31.75,-12.84
1981,"TX","PORT ISABEL",20030850,37712638,92794473,29.85,60.17
1982,"TX","PORT ISABEL",14150873,40945257,94886254,2.25,-29.35
1983,"TX","PORT ISABEL",12949419,34670846,77317827,-18.52,-8.49
1984,"TX","PORT ISABEL",13533563,30633336,65934918,-14.72,4.51
1985,"TX","PORT ISABEL",16149234,34984817,72992380,10.7,19.33
1986,"TX","PORT ISABEL",18786028,50410873,103101532,41.25,16.33
1987,"TX","PORT ISABEL",16507917,39460942,78758533,-23.61,-12.13
1988,"TX","PORT ISABEL",13744231,34198166,65929146,-16.29,-16.74
1989,"TX","PORT ISABEL",14167734,32543514,60372236,-8.43,3.08
1990,"TX","PORT ISABEL",14766240,34026278,60845278,0.78,4.22
1991,"TX","PORT ISABEL",16455906,40344521,69783393,14.69,11.44
1992,"TX","PORT ISABEL",10502863,26676657,45114241,-35.35,-36.18
1993,"TX","PORT ISABEL",11386836,29014845,47932186,6.25,8.42
1994,"TX","PORT ISABEL",12350674,40418668,65375888,36.39,8.46
1995,"TX","PORT ISABEL",14547738,40373801,63961303,-2.16,17.79
1996,"TX","PORT ISABEL",12820615,35898672,55849139,-12.68,-11.87
1997,"TX","PORT ISABEL",9861043,35179207,53802216,-3.67,-23.08
1998,"TX","PORT ISABEL",14715893,38701829,58531139,8.79,49.23
1999,"TX","PORT ISABEL",13742032,40404130,60256682,2.95,-6.62
2000,"TX","PORT ISABEL",17171549,52160590,76065884,26.24,24.96
2001,"TX","PORT ISABEL",8377697,22250374,31732781,-58.28,-51.21
2002,"TX","PORT ISABEL",5081218,11319228,15895479,-49.91,-39.35
2003,"TX","PORT ISABEL",6585615,13502346,18594263,16.98,29.61
2004,"TX","PORT ISABEL",5153406,11572030,15519392,-16.54,-21.75
2005,"TX","PORT ISABEL",4306151,10118608,13157522,-15.22,-16.44
2006,"TX","PORT ISABEL",6969132,12367440,15600382,18.57,61.84
2007,"TX","PORT ISABEL",5191406,11255688,13824370,-11.38,-25.51
2008,"TX","PORT ISABEL",4354763,10757888,12964291,-6.22,-16.12
2009,"TX","PORT ISABEL",2580566,3285790,3934483,-69.65,-40.74
2010,"TX","PORT ISABEL",1460248,3269648,3868660,-1.67,-43.41
